paper_id,keywords
10.1016/j.media.2024.103087,Virtual electrophysiology
10.1016/j.media.2024.103087,Visualized ECG
10.1145/3545947.3576350,auditing
10.1145/3545947.3576350,authentication
10.1145/3545947.3576350,authorization
10.1145/3545947.3576350,change tracking
10.1145/3545947.3576350,data encryption
10.1145/3545947.3576350,database administration
10.1145/3545947.3576350,database security
10.1109/CATS58046.2023.10424267,block chain
10.1109/CATS58046.2023.10424267,data analysis
10.1109/CATS58046.2023.10424267,Data systems
10.1109/CATS58046.2023.10424267,database management systems
10.1109/CATS58046.2023.10424267,databases
10.1109/CATS58046.2023.10424267,DBMS
10.1109/CATS58046.2023.10424267,security
10.1109/ACCESS.2024.3362294,ANN classifier
10.1109/ACCESS.2024.3362294,features extractions
10.1109/ACCESS.2024.3362294,hyper parameters tuning
10.1109/ACCESS.2024.3362294,Olive fruit pre-processing
10.1109/ACCESS.2024.3362294,olives detecting and extracting
10.1109/ACCESS.2024.3362294,SVM classifier
10.1145/3592686.3592756,Archaeological
10.1145/3592686.3592756,Database
10.1145/3592686.3592756,Database construction
10.1145/3592686.3592756,Heritage Protection
10.1145/3592686.3592756,Model reconstruction
10.1145/3592686.3592756,Model repair
10.1145/3592686.3592756,System design
10.1109/TDSC.2023.3264567,Developer logs
10.1109/TDSC.2023.3264567,NVD
10.1109/TDSC.2023.3264567,patch
10.1109/TDSC.2023.3264567,versions
10.1109/TDSC.2023.3264567,vulnerability
10.1109/3ICT60104.2023.10391650,Clustering
10.1109/3ICT60104.2023.10391650,Customer Segmentation
10.1109/3ICT60104.2023.10391650,Database Marketing
10.1109/3ICT60104.2023.10391650,K-Means
10.1109/3ICT60104.2023.10391650,RFM Analysis
10.1016/j.engappai.2024.108036,Deep learning
10.1016/j.engappai.2024.108036,Finger-vein recognition
10.1016/j.engappai.2024.108036,Generative adversarial network
10.1016/j.engappai.2024.108036,Multiple degradation factors
10.1016/j.engappai.2024.108036,Non-uniform illumination and noise
,climate protection
,CO<sub>2</sub>emission reduction
,Disy Cadenza
,nature conservation
,Peatland protection
,PHP
,PostGIS
,restoration measures
,web GIS application
10.1109/TNSE.2023.3300768,clustering
10.1109/TNSE.2023.3300768,machine learning
10.1109/TNSE.2023.3300768,neural networks
10.1109/TNSE.2023.3300768,time-varying
10.1109/TNSE.2023.3300768,Wireless indoor localization
10.1109/TMM.2023.3303725,cross-domain interaction
10.1109/TMM.2023.3303725,cross-scale integration
10.1109/TMM.2023.3303725,deep learning
10.1109/TMM.2023.3303725,Image quality assessment
10.1109/BigDIA60676.2023.10429411,Data Integration
10.1109/BigDIA60676.2023.10429411,In-Database Machine Learning
10.1109/BigDIA60676.2023.10429411,Machine Learning Framework
10.1109/BigDIA60676.2023.10429411,Performance Optimization
10.1145/3633512,conjunctive queries
10.1145/3633512,I/O-efficient
10.1145/3633512,Joins
10.1145/3633512,lower bounds
10.1145/3633512,massively parallel computation
10.1145/3575693.3575699,Data integrity
10.1145/3575693.3575699,Database constraints
10.1145/3575693.3575699,Static analysis
10.1145/3575693.3575699,Web applications
10.13052/jcsm2245-1439.1311,DBN
10.13052/jcsm2245-1439.1311,security computer
10.13052/jcsm2245-1439.1311,update database
10.1109/IMCOM60618.2024.10418292,Automated Indexing
10.1109/IMCOM60618.2024.10418292,Index Selection
10.1109/IMCOM60618.2024.10418292,Index Tuning
10.1109/IMCOM60618.2024.10418292,ML for Database
10.1109/IMCOM60618.2024.10418292,Reinforcement Learning
10.1016/j.ins.2024.120257,Clickstream pattern mining
10.1016/j.ins.2024.120257,Incremental pattern mining
10.1016/j.ins.2024.120257,Pre-large concept
10.1016/j.ins.2024.120257,Progressive search border
10.1016/j.bspc.2023.105823,Breast cancer
10.1016/j.bspc.2023.105823,Breast nodule classification
10.1016/j.bspc.2023.105823,Datasets
10.1016/j.bspc.2023.105823,Deep learning
10.1016/j.bspc.2023.105823,Machine learning
10.1109/SmartCloud58862.2023.00020,content-addressable memory
10.1109/SmartCloud58862.2023.00020,DNA Sequencing. Bioinformatics
10.1109/SmartCloud58862.2023.00020,Field-programmable gate array
10.1109/SUMMA60232.2023.10349480,artificial neural network
10.1109/SUMMA60232.2023.10349480,authentication
10.1109/SUMMA60232.2023.10349480,database
10.1109/SUMMA60232.2023.10349480,information system
10.1109/SUMMA60232.2023.10349480,user
10.1016/j.compag.2023.108500,Cow
10.1016/j.compag.2023.108500,Dairy
10.1016/j.compag.2023.108500,Lameness
10.1016/j.compag.2023.108500,Machine learning
10.1016/j.compag.2023.108500,Public database
10.1016/j.compag.2023.108500,Support vector machine
10.1145/3638837.3638845,Database
10.1145/3638837.3638845,OpenFlow
10.1145/3638837.3638845,Ryu
10.1145/3638837.3638845,SDN
10.1145/3584371.3613022,computational models
10.1145/3584371.3613022,crowdsourcing
10.1145/3584371.3613022,data integration
10.1145/3584371.3613022,knowledge ecosystem
10.1145/3584371.3613022,molecular mechanism
10.1145/3584371.3613022,query reformulation
10.1145/3555776.3577652,ad hoc querying
10.1145/3555776.3577652,biological databases
10.1145/3555776.3577652,data integration
10.1145/3555776.3577652,query reformulation
10.1145/3555776.3577652,schema abstraction
10.1145/3555776.3577652,schema graph
10.1016/j.specom.2024.103047,Dysarthria
10.1016/j.specom.2024.103047,eGeMAPS
10.1016/j.specom.2024.103047,HuBERT
10.1016/j.specom.2024.103047,OpenSMILE
10.1016/j.specom.2024.103047,Pre-trained models
10.1016/j.specom.2024.103047,Severity level classification
10.1016/j.specom.2024.103047,Wav2vec2
10.1016/j.compbiomed.2024.108224,Ageing
10.1016/j.compbiomed.2024.108224,Aorta
10.1016/j.compbiomed.2024.108224,Blood pressure waveform
10.1016/j.compbiomed.2024.108224,Cardiovascular health monitoring
10.1016/j.compbiomed.2024.108224,Cardiovascular simulator
10.1016/j.compbiomed.2024.108224,Central blood pressure
10.1016/j.compbiomed.2024.108224,Heartrate
10.1016/j.compbiomed.2024.108224,Peripheral resistance
10.1016/j.compbiomed.2024.108224,PWV
10.1016/j.compbiomed.2024.108224,Stroke volume
10.1016/j.compbiomed.2024.108224,Vascular age
10.3233/JIFS-232918,Data mining
10.3233/JIFS-232918,fuzzy frequent itemsets
10.3233/JIFS-232918,multiple linguistic terms
10.3233/JIFS-232918,quantitative dataset
10.3233/JIFS-232918,type-2 fuzzy set
10.1007/s11128-024-04346-5,Decoy state
10.1007/s11128-024-04346-5,Multiphoton pulses
10.1007/s11128-024-04346-5,Non-ideal light sources
10.1007/s11128-024-04346-5,Quantum private query
10.1007/s11128-024-04346-5,User as the light source
10.1117/12.3021729,Bioinformatics
10.1117/12.3021729,Esophageal squamous cell carcinoma
10.1117/12.3021729,Molecular docking
10.1117/12.3021729,Network pharmacology
10.1117/12.3021729,Saussurea involucrate
10.1109/ICSIMA59853.2023.10373467,Compressive Sensing
10.1109/ICSIMA59853.2023.10373467,Electrocardiogram
10.1109/ICSIMA59853.2023.10373467,Heart Rate Variability
10.1109/ICSIMA59853.2023.10373467,QRS Complex Detection
10.1109/ICSIMA59853.2023.10373467,RR Interval
10.1109/ICTBIG59752.2023.10456032,Convolutional Neural Network
10.1109/ICTBIG59752.2023.10456032,Database Management
10.1109/ICTBIG59752.2023.10456032,Deep Learning
10.1109/ICTBIG59752.2023.10456032,Face Recognition
10.1109/ICTBIG59752.2023.10456032,Generative Adversarial Networks
10.1109/TMI.2023.3302473,Deep learning
10.1109/TMI.2023.3302473,fundus images
10.1109/TMI.2023.3302473,long-tailed classification
10.1109/TMI.2023.3302473,multi-label classification
10.1109/TMI.2023.3302473,retinal diseases
10.1109/JIOT.2023.3327738,Electrocardiogram (ECG)
10.1109/JIOT.2023.3327738,empirical mode decomposition (EMD)
10.1109/JIOT.2023.3327738,explainable artificial intelligence (XAI)
10.1109/JIOT.2023.3327738,multilayered convolutional neural network (CNN)
10.1109/JIOT.2023.3327738,user recognition
10.1007/s11042-023-16508-1,Biometric database generation
10.1007/s11042-023-16508-1,Generative adversarial networks
10.1007/s11042-023-16508-1,ID preserving
10.1007/s11042-023-16508-1,Iris identification
10.1007/s00034-023-02544-7,ECOC
10.1007/s00034-023-02544-7,Emotional
10.1007/s00034-023-02544-7,Hilbert transformation
10.1007/s00034-023-02544-7,kNN
10.1007/s00034-023-02544-7,SVM
10.1007/s00034-023-02544-7,Wavelet packet
10.1016/j.bspc.2023.105793,ECOC
10.1016/j.bspc.2023.105793,Hilbert transformation
10.1016/j.bspc.2023.105793,k-NN
10.1016/j.bspc.2023.105793,PCG
10.1016/j.bspc.2023.105793,SVM
10.1016/j.bspc.2023.105793,Wavelet packet
10.1108/VJIKMS-09-2021-0222,Bibliometric
10.1108/VJIKMS-09-2021-0222,Co-creation
10.1108/VJIKMS-09-2021-0222,Co-innovation
10.1108/VJIKMS-09-2021-0222,Social media
10.1108/VJIKMS-09-2021-0222,Social network
10.1016/j.dsm.2023.12.002,Divide and recombine approach
10.1016/j.dsm.2023.12.002,EM algorithm
10.1016/j.dsm.2023.12.002,Managerial implications
10.1016/j.dsm.2023.12.002,Reliability
10.1016/j.dsm.2023.12.002,Warranty database
10.1016/j.dsm.2023.12.002,Weibull regression model
10.1109/TAI.2024.3376319,Artificial intelligence
10.1109/TAI.2024.3376319,Databases
10.1109/TAI.2024.3376319,filtering algorithm
10.1109/TAI.2024.3376319,Heat pumps
10.1109/TAI.2024.3376319,heating control systems
10.1109/TAI.2024.3376319,Heating systems
10.1109/TAI.2024.3376319,Internet of Things
10.1109/TAI.2024.3376319,Physiology
10.1109/TAI.2024.3376319,semantic data augmentation
10.1109/TAI.2024.3376319,Semantics
10.1109/TAI.2024.3376319,supervised learning
10.1007/s11042-023-17854-w,Contact lens detection
10.1007/s11042-023-17854-w,Fingerprint spoof detection
10.1007/s11042-023-17854-w,Iris spoof detection
10.1007/s11042-023-17854-w,Presentation attack detection
10.1007/s11042-023-17854-w,Print attacks
10.1007/s11042-023-16066-6,Face expression recognition
10.1007/s11042-023-16066-6,Hybrid deep network
10.1007/s11042-023-16066-6,Video pre-processing
10.1109/SITA60746.2023.10373743,DataBase
10.1109/SITA60746.2023.10373743,File ranking
10.1109/SITA60746.2023.10373743,Neirest Neighbor
10.1109/SITA60746.2023.10373743,Pattern matching
10.1109/SITA60746.2023.10373743,Time Series
10.1016/j.iswa.2023.200320,Latent palmprint
10.1016/j.iswa.2023.200320,Minutiae importance
10.1016/j.iswa.2023.200320,Minutiae types
10.1016/j.iswa.2023.200320,Orientation field
10.1016/j.iswa.2023.200320,Palmprint indexing
10.1016/j.iswa.2023.200320,Palmprint segmentation
,Collocation
,corpora
,database
,dictionaries
,gold standard
,Russian language
10.1145/3584372.3588676,join size estimation
10.1145/3584372.3588676,uniform sampling
10.1145/3584372.3588676,worst-case optimal
10.1007/s00366-023-01813-y,Artificial neural network
10.1007/s00366-023-01813-y,Data driven
10.1007/s00366-023-01813-y,Multiscale finite element
10.1007/s00366-023-01813-y,Nonlinear homogenization
10.1007/s00366-023-01813-y,Proper orthogonal decomposition
10.1007/s12065-022-00800-4,Deep neural networks
10.1007/s12065-022-00800-4,Discrete wavelet transform
10.1007/s12065-022-00800-4,Multiresolution analysis
10.1007/s12065-022-00800-4,Plant disease detection
10.1007/s12065-022-00800-4,Precision agriculture
10.1007/s12065-022-00800-4,Smart farming
10.1145/3633053.3633059,Automated Assessment
10.1145/3633053.3633059,Databases
10.1145/3633053.3633059,SQL
10.1145/3633053.3633059,Web-based Learning
10.1109/MITS.2023.3346842,Intelligent sensors
10.1109/MITS.2023.3346842,Magnetic sensors
10.1109/MITS.2023.3346842,Magnetoacoustic effects
10.1109/MITS.2023.3346842,Magnetometers
10.1109/MITS.2023.3346842,Roads
10.1109/MITS.2023.3346842,Sensor systems
10.1109/MITS.2023.3346842,Sensors
10.1109/MODELS-C59198.2023.00009,data exchange optimization
10.1109/MODELS-C59198.2023.00009,data interoperability
10.1109/MODELS-C59198.2023.00009,data specification
10.1109/MODELS-C59198.2023.00009,multi-model databases
10.1145/3576915.3624394,DBMS
10.1145/3576915.3624394,Isolation Level
10.1145/3576915.3624394,Race Condition
10.1145/3576915.3624394,Transaction
10.1145/3576915.3624394,Web Application
10.1145/3584371.3612997,enhancer-promoter interaction
10.1145/3584371.3612997,maximum flow
10.1145/3584371.3612997,negative set
10.1145/3584371.3612997,TransEPI
10.1007/s40031-024-01027-w,Artificial bee colonies (BGOA-ABC)
10.1007/s40031-024-01027-w,Double deep neural network
10.1007/s40031-024-01027-w,Enhanced IPCT
10.1007/s40031-024-01027-w,The image database resource initiative (LIDC-IDRI) and the lung image database consortium
10.1007/s10055-023-00900-1,Arousal
10.1007/s10055-023-00900-1,Database
10.1007/s10055-023-00900-1,Emotion
10.1007/s10055-023-00900-1,Psychophysiology
10.1007/s10055-023-00900-1,Valence
10.1007/s10055-023-00900-1,Virtual reality
10.1145/3581783.3611860,deep learning
10.1145/3581783.3611860,feature fusion
10.1145/3581783.3611860,video database
10.1145/3581783.3611860,video quality assessment
10.1145/3589132.3625623,Apache parquet
10.1145/3589132.3625623,mobility data
10.1145/3589132.3625623,spatio-temporal
10.1145/3589132.3625623,trajectories
10.1007/s11042-023-16261-5,Mutual information
10.1007/s11042-023-16261-5,PCA
10.1007/s11042-023-16261-5,RMSE
10.1007/s11042-023-16261-5,SSIM
10.1007/s11042-023-16261-5,WPCA
10.1109/THMS.2023.3329536,Convolution neural network (CNN)
10.1109/THMS.2023.3329536,prostheses
10.1109/THMS.2023.3329536,surface electromyogram (sEMG) signal
10.1109/THMS.2023.3329536,upper limb
10.1109/THMS.2023.3329536,window length
10.1109/THMS.2023.3329536,window overlap
10.1109/TLA.2024.10431420,deep Learning
10.1109/TLA.2024.10431420,EEG
10.1109/TLA.2024.10431420,insomnia
10.1109/TLA.2024.10431420,sleep
10.1109/ICCCIS60361.2023.10425178,Cellular automata
10.1109/ICCCIS60361.2023.10425178,Henon map
10.1109/ICCCIS60361.2023.10425178,Image encryption
10.1109/ICCCIS60361.2023.10425178,Tampering database attack
10.1007/s11042-024-18691-1,Backpropogation Neural Network
10.1007/s11042-024-18691-1,Context Window Based Texture of Pixels (CWTP)
10.1007/s11042-024-18691-1,Decision Clustering
10.1007/s11042-024-18691-1,Decision Tree Clustering
10.1007/s11042-024-18691-1,Human cognition
10.1007/s11042-024-18691-1,Intensity Level Based Multifractal Dimension (ILMFD)
10.1007/s11042-024-18691-1,Multi-level Artificial Neural Network (MLANN)
10.1016/j.eswa.2023.121709,CERUG-EN database
10.1016/j.eswa.2023.121709,Convolution neural network
10.1016/j.eswa.2023.121709,CVL database
10.1016/j.eswa.2023.121709,Histogram of oriented features
10.1016/j.eswa.2023.121709,IAM database
10.1016/j.eswa.2023.121709,Offline writer identification
10.1016/j.eswa.2023.121709,Saliency
10.1016/j.eswa.2023.121709,Scale invariant feature transform (SIFT)
10.1016/j.eswa.2023.121709,Sparse principal component analysis
10.1016/j.eswa.2023.121709,SVM
10.1109/APWiMob59963.2023.10365603,analysis
10.1109/APWiMob59963.2023.10365603,corpus
10.1109/APWiMob59963.2023.10365603,forensic
10.1109/APWiMob59963.2023.10365603,performance
,Biometric Authenticity
,Biometric Security
,Cross-Database Testing
,Liveness Detection
,Spoofing Attacks
10.1109/ACCESS.2024.3366455,Analytical databases
10.1109/ACCESS.2024.3366455,column aliases
10.1109/ACCESS.2024.3366455,function references
10.1109/ACCESS.2024.3366455,indexing
10.1109/ACCESS.2024.3366455,performance
10.1145/3592980.3595316,B+ tree
10.1145/3592980.3595316,cache-aware layout
10.1145/3592980.3595316,in-memory index
10.1109/SITA60746.2023.10373691,Artificial Intelligence
10.1109/SITA60746.2023.10373691,Machine Learning
10.1109/SITA60746.2023.10373691,Morphological analysis
10.1109/SITA60746.2023.10373691,NLP
10.1109/SITA60746.2023.10373691,Stemming
10.1016/j.ins.2024.120421,Pattern mining
10.1016/j.ins.2024.120421,Temporal data mining
10.1016/j.ins.2024.120421,Temporal duration-based patterns
10.1016/j.ins.2024.120421,Time interval-based data
10.1109/ACCESS.2024.3383313,Databases
10.1109/ACCESS.2024.3383313,Parallel Computing
10.1109/ACCESS.2024.3383313,Planning
10.1109/ACCESS.2024.3383313,Quantum algorithm
10.1109/ACCESS.2024.3383313,Quantum annealing
10.1109/ACCESS.2024.3383313,Quantum computing
10.1109/ACCESS.2024.3383313,Quantum Computing
10.1109/ACCESS.2024.3383313,Qubit
10.1109/ACCESS.2024.3383313,Robots
10.1109/ACCESS.2024.3383313,Sampling-Based Motion Planning
10.1145/3592980.3595311,CXL
10.1145/3592980.3595311,Database Management Systems
10.1145/3592980.3595311,DBMS
10.1145/3592980.3595311,Far memory
10.1145/3592980.3595311,In-Memory Database
10.1145/3592980.3595311,Memory pool
10.1109/ACCESS.2024.3380198,Databases
10.1109/ACCESS.2024.3380198,Grover’s algorithm
10.1109/ACCESS.2024.3380198,program synthesis
10.1109/ACCESS.2024.3380198,Programming
10.1109/ACCESS.2024.3380198,quantum algorithm
10.1109/ACCESS.2024.3380198,Quantum computing
10.1109/ACCESS.2024.3380198,quantum computing
10.1109/ACCESS.2024.3380198,quantum program
10.1109/ACCESS.2024.3380198,Qubit
10.1109/ACCESS.2024.3380198,Search problems
10.1109/ACCESS.2024.3380198,Synthesizers
10.1109/ACCESS.2024.3380198,Vectors
10.1145/3544549.3585884,bayesian mixed models
10.1145/3544549.3585884,dataset
10.1145/3544549.3585884,human-computer interaction
10.1145/3544549.3585884,human-robot interaction
10.1145/3544549.3585884,kitchen
10.1145/3544549.3585884,robots
10.1145/3577163.3595091,digital watermarking
10.1145/3577163.3595091,histogram shifting
10.1145/3577163.3595091,prediction error.
10.1145/3577163.3595091,reversible database watermarking
10.1109/JIOT.2024.3365714,Authentication
10.1109/JIOT.2024.3365714,biometric system
10.1109/JIOT.2024.3365714,Biometrics (access control)
10.1109/JIOT.2024.3365714,Databases
10.1109/JIOT.2024.3365714,Feature extraction
10.1109/JIOT.2024.3365714,Fingerprint recognition
10.1109/JIOT.2024.3365714,Fingers
10.1109/JIOT.2024.3365714,identification security
10.1109/JIOT.2024.3365714,Puppet attack
10.1109/JIOT.2024.3365714,Security
10.1109/JIOT.2024.3365714,support vector machine
10.1145/3539618.3591702,Personalized recommendation
10.1145/3539618.3591702,Ranking ensemble
10.1145/3539618.3591702,User intents
10.1109/AIIIP61647.2023.00007,Domestic Independent and Controllable Environment
10.1109/AIIIP61647.2023.00007,Knowledge Database
10.1109/AIIIP61647.2023.00007,Knowledge Graph
10.1109/AIIIP61647.2023.00007,Retrieval Analysis
10.1016/j.iswa.2024.200343,Intelligent classroom
10.1016/j.iswa.2024.200343,Micro expression
10.1016/j.iswa.2024.200343,NMF
10.1016/j.iswa.2024.200343,Regularization of dual graph
10.1145/3620678.3624668,database system
10.1145/3620678.3624668,multi-tenant
10.1145/3620678.3624668,user disengagement ratio
10.1109/TIFS.2023.3326364,discriminative analysis
10.1109/TIFS.2023.3326364,domain adaptation
10.1109/TIFS.2023.3326364,Finger vein recognition
10.1109/TIFS.2023.3326364,jointly embedding
10.1109/TIFS.2023.3326364,low-rank representation
10.1109/CANDAR60563.2023.00028,deep semi-supervised learning
10.1109/CANDAR60563.2023.00028,mean teacher method
10.1109/CANDAR60563.2023.00028,Multi-building and multi-floor indoor localization
10.1109/CANDAR60563.2023.00028,Wi-Fi fingerprinting
10.2478/amns.2023.2.00811,Classifier performance evaluation
10.2478/amns.2023.2.00811,Goodness-of-fit algorithm
10.2478/amns.2023.2.00811,Long- and short-term memory networks
10.2478/amns.2023.2.00811,Second language acquisition
10.2478/amns.2023.2.00811,Thesaurus
10.1186/s12859-024-05631-x,Data integration
10.1186/s12859-024-05631-x,Database
10.1186/s12859-024-05631-x,Male subfertility
10.1186/s12859-024-05631-x,Multi-omics
10.1186/s12859-024-05631-x,Sperm maturation
10.1145/3627535.3638478,GPU-Parallel Algorithm
10.1145/3627535.3638478,Radix Select
10.1145/3627535.3638478,Top-K
10.1109/TBDATA.2023.3342619,Artificial intelligence framework
10.1109/TBDATA.2023.3342619,Big Data system
10.1109/TBDATA.2023.3342619,cloud platform
10.1109/TBDATA.2023.3342619,database management system
10.1109/TBDATA.2023.3342619,geographic information system
10.1109/TBDATA.2023.3342619,resource management
10.1109/TBDATA.2023.3342619,spatio-temporal Big Data
10.1016/j.jnlest.2024.100234,Fine-grained grid computing (FGGC)
10.1016/j.jnlest.2024.100234,Indoor localization
10.1016/j.jnlest.2024.100234,Path loss
10.1016/j.jnlest.2024.100234,Random forest
10.1016/j.jnlest.2024.100234,Reference points (RPs)
10.1145/3611643.3613893,database-centric system
10.1145/3611643.3613893,field testing
10.1145/3611643.3613893,Performance analysis
10.1145/3611643.3613893,performance issue
10.1145/3611643.3613893,performance regression
10.1145/3611643.3613893,root cause analysis
10.1016/j.displa.2023.102625,Auxiliary network
10.1016/j.displa.2023.102625,Database
10.1016/j.displa.2023.102625,Medical image
10.1016/j.displa.2023.102625,Quality assessment
10.1145/3564246.3585175,doubly efficient PIR
10.1145/3564246.3585175,FHE for RAM
10.1109/ISCTech60480.2023.00094,data integration
10.1109/ISCTech60480.2023.00094,data management
10.1109/ISCTech60480.2023.00094,real estate mass appraisal
10.1109/ISCTech60480.2023.00094,spatial database
10.1016/j.neunet.2024.106267,Cosine convolutional neural network (CosCNN)
10.1016/j.neunet.2024.106267,Cosine kernel
10.1016/j.neunet.2024.106267,Electroencephalogram (EEG)
10.1016/j.neunet.2024.106267,Field programmable gate array (FPGA)
10.1016/j.neunet.2024.106267,Network quantization
10.1016/j.neunet.2024.106267,Seizure detection
10.1109/ACCESS.2023.3349148,Bag-of-words
10.1109/ACCESS.2023.3349148,ECG biometrics recognition
10.1109/ACCESS.2023.3349148,feature learning
10.1109/ACCESS.2023.3349148,total variation
10.1109/JBHI.2023.3331975,Knowledge distillation (KD)
10.1109/JBHI.2023.3331975,lightweight hybrid model (LHM)
10.1109/JBHI.2023.3331975,multiscale Markov transition field (MMTF)
10.1109/JBHI.2023.3331975,photoplethysmography (PPG)
10.1109/JBHI.2023.3331975,real-time assessment
10.1016/j.bspc.2024.106040,CNN
10.1016/j.bspc.2024.106040,ECG
10.1016/j.bspc.2024.106040,Physiological signal diagnosis
10.1016/j.bspc.2024.106040,Transformer
10.1016/j.bspc.2024.106040,WPS
10.1145/3588195.3592982,compaction
10.1145/3588195.3592982,key-value storage
10.1145/3588195.3592982,LSM-tree
10.1145/3588195.3592982,optimization
10.2478/amns.2023.2.00862,Database
10.2478/amns.2023.2.00862,Higher education
10.2478/amns.2023.2.00862,Isomorphic multimodality
10.2478/amns.2023.2.00862,Management system
10.2478/amns.2023.2.00862,Semi-supervised fusion features
10.1109/TPAMI.2024.3350049,Databases
10.1109/TPAMI.2024.3350049,Distortion
10.1109/TPAMI.2024.3350049,Face image database
10.1109/TPAMI.2024.3350049,Face recognition
10.1109/TPAMI.2024.3350049,Feature extraction
10.1109/TPAMI.2024.3350049,Image quality
10.1109/TPAMI.2024.3350049,image quality assessment
10.1109/TPAMI.2024.3350049,Quality assessment
10.1109/TPAMI.2024.3350049,Transformer
10.1109/TPAMI.2024.3350049,Transformers
10.1145/3637494.3637516,Database
10.1145/3637494.3637516,Feature Encoding
10.1145/3637494.3637516,Query Optimization
10.1145/3637494.3637516,Transformer
10.1109/TIFS.2024.3368892,Benchmark testing
10.1109/TIFS.2024.3368892,Biometrics
10.1109/TIFS.2024.3368892,database
10.1109/TIFS.2024.3368892,Databases
10.1109/TIFS.2024.3368892,fingerprint recognition
10.1109/TIFS.2024.3368892,Fingerprint recognition
10.1109/TIFS.2024.3368892,Image segmentation
10.1109/TIFS.2024.3368892,latent fingerprints
10.1109/TIFS.2024.3368892,NIST
10.1109/TIFS.2024.3368892,Optical imaging
10.1109/TIFS.2024.3368892,performance evaluation
10.1109/TIFS.2024.3368892,Tablet computers
10.1145/3614008.3614044,Downhole positioning
10.1145/3614008.3614044,PnP
10.1145/3614008.3614044,pose estimation
10.1145/3555041.3589400,join sampling framework
10.1145/3555041.3589400,multi-way joins
10.1145/3555041.3589400,random sampling
10.1145/3555041.3589400,union sampling
10.1109/TMM.2024.3371218,Attention mechanism
10.1109/TMM.2024.3371218,Databases
10.1109/TMM.2024.3371218,Degradation
10.1109/TMM.2024.3371218,Image color analysis
10.1109/TMM.2024.3371218,Image database
10.1109/TMM.2024.3371218,Image quality
10.1109/TMM.2024.3371218,Image quality assessment (IQA)
10.1109/TMM.2024.3371218,Imaging
10.1109/TMM.2024.3371218,Measurement
10.1109/TMM.2024.3371218,Transformer
10.1109/TMM.2024.3371218,Transformers
10.1109/TMM.2024.3371218,Underwater image
10.1145/3603163.3609049,algorithmic profiling
10.1145/3603163.3609049,content moderation
10.1145/3603163.3609049,database aesthetics
10.1145/3603163.3609049,Digital literacy
10.1145/3603163.3609049,hyperlinking
10.1016/j.procs.2023.11.007,Analysis
10.1016/j.procs.2023.11.007,Data Mining Technology
10.1016/j.procs.2023.11.007,Database
10.1016/j.procs.2023.11.007,Design
10.1016/j.procs.2023.11.007,Software Engineering
10.1016/j.cpc.2023.108935,New database
10.1016/j.cpc.2023.108935,Photon flux and heating
10.1016/j.cpc.2023.108935,Photon transport physics
10.1016/j.cpc.2023.108935,RMC
10.1016/j.cpc.2023.108935,Verification
10.2478/amns.2023.1.00473,Database
10.2478/amns.2023.1.00473,Embedded system
10.2478/amns.2023.1.00473,Independent time step algorithm
10.2478/amns.2023.1.00473,Main function
10.2478/amns.2023.1.00473,Software programming
10.1109/BIGCOM61073.2023.00024,Partial Video Copy Detection
10.1109/BIGCOM61073.2023.00024,Video Copy Detection
10.1109/BIGCOM61073.2023.00024,Video Copy Localization
10.1145/3589132.3625601,classification
10.1145/3589132.3625601,decision trees
10.1145/3589132.3625601,index structures
10.1145/3589132.3625601,search engine
10.1002/widm.1525,clinical application
10.1002/widm.1525,database
10.1002/widm.1525,interdisciplinary research
10.1002/widm.1525,robotic surgery
10.1002/widm.1525,therapeutic evidence
10.1145/3555041.3589402,failure recovery
10.1145/3555041.3589402,in-memory database
10.1145/3555041.3589402,main memory
10.1007/s00778-024-00846-z,Database
10.1007/s00778-024-00846-z,In-memory database
10.1007/s00778-024-00846-z,Instant recovery
10.1007/s00778-024-00846-z,Main memory database
10.1007/s00778-024-00846-z,System failure
10.1109/ICICIS58388.2023.10391183,completeness
10.1109/ICICIS58388.2023.10391183,cost model
10.1109/ICICIS58388.2023.10391183,dynamic fragmentation
10.1109/ICICIS58388.2023.10391183,horizontal fragmentation
10.1109/ICICIS58388.2023.10391183,hybrid fragmentation
10.1109/ICICIS58388.2023.10391183,multimedia fragmentation
10.1109/ICICIS58388.2023.10391183,vertical fragmentation
10.1109/TIFS.2023.3280742,feature extraction
10.1109/TIFS.2023.3280742,Fingerprint recognition
10.1109/TIFS.2023.3280742,forensic science
10.1109/TIFS.2023.3280742,image databases
10.1109/TIFS.2023.3280742,latent fingerprints
10.1186/s12859-024-05634-8,Abundance
10.1186/s12859-024-05634-8,Benchmark
10.1186/s12859-024-05634-8,Classification
10.1186/s12859-024-05634-8,Long sequenced reads
10.1186/s12859-024-05634-8,Metagenomics
10.1145/3555041.3590816,compilers
10.1145/3555041.3590816,databases
10.1145/3555041.3590816,modern hardware
10.1145/3555041.3590816,networking
10.2478/amns.2023.2.01470,CART algorithm
10.2478/amns.2023.2.01470,Decision tree
10.2478/amns.2023.2.01470,ELMo model
10.2478/amns.2023.2.01470,LSTM network
10.2478/amns.2023.2.01470,Reinforcement learning mechanism
10.1016/j.eswa.2024.123388,Convolutional neural network
10.1016/j.eswa.2024.123388,Hybrid representations
10.1016/j.eswa.2024.123388,Mesh conformity
10.1016/j.eswa.2024.123388,Robotics mapping
