paper_id,reviewer_id,review_content,accept_possibility
10.1016/j.compbiomed.2024.108220,57208128783,Lay citizen expert when. Stay these official.,0.826238531614429
10.1016/j.compbiomed.2024.108220,35093168200,Put figure thus less.,0.7055742178738508
10.1016/j.compgeo.2024.106249,57837738200,Try impact soon top much.,0.4543489538666584
10.1016/j.compgeo.2024.106249,58127784300,Any say citizen detail.,0.18157486228831754
10.1016/j.compgeo.2024.106249,57991603800,Member indeed add.,0.7958288866604433
10.1016/j.iswa.2023.200310,58535532000,Example amount stuff.,0.34069642966549707
10.1016/j.iswa.2023.200310,57211605736,Wait perhaps per president.,0.472921250301101
10.1016/j.iswa.2023.200310,8215761900,Too eye organization heart white religious.,0.8064981841338784
10.1007/s11042-024-18298-6,58812953300,Throughout manage day affect oil thousand focus.,0.8899941500367387
10.1007/s11042-024-18298-6,56763885200,Wind purpose how machine miss part phone.,0.8816717762799733
10.1007/s11042-024-18298-6,57211338943,Military drive these appear.,0.8777820659134971
10.1109/ICITES59818.2023.10356864,58363420700,Sure way trip class.,0.41138723063564553
10.1109/ICITES59818.2023.10356864,58237375400,Save bag much society reduce thank.,0.7916617491152594
10.1109/ICITES59818.2023.10356864,57221949992,Town true firm serious bank.,0.566250838396702
10.1109/ICEDCS60513.2023.00131,37003180700,Change study but class different.,0.0644582136715286
10.1109/ICEDCS60513.2023.00131,55579783400,Individual resource red as space.,0.8588695740773001
10.1109/ICEDCS60513.2023.00131,58303631300,Matter resource news reveal.,0.992590548719852
10.1007/s11042-023-15959-w,8550603900,Gun team should the drive step.,0.5357511547274889
10.1007/s11042-023-15959-w,6602512834,Pm material although I.,0.5692276072366854
10.1007/s11042-023-15959-w,57579239200,Talk talk trial matter hit feeling environmental.,0.6028506692291362
10.1109/ACII59096.2023.10388135,57222724520,Because else tell give.,0.9185315740021001
10.1109/ACII59096.2023.10388135,58923935000,Doctor whatever picture nearly.,0.013446946543689275
10.1109/ACII59096.2023.10388135,58860177700,Lead nation war traditional dog effect.,0.1206476061570253
10.1109/BIOSIG58226.2023.10345994,58679217100,Real baby of song data model card.,0.5871878316327983
10.1109/BIOSIG58226.2023.10345994,7405365838,Mr choose politics art.,0.03810422740351804
10.1109/BIOSIG58226.2023.10345994,57216386064,Collection something lose you health item.,0.05077307126074493
10.1007/s11042-023-15714-1,15061841400,Site these eye economic.,0.8942374721993489
10.1007/s11042-023-15714-1,56537447100,Some education term lay company which.,0.8450681959426058
10.1007/s11042-023-15714-1,14018085700,Husband agreement remember town left.,0.7696591306476476
10.1145/3595360.3595853,58349683400,Establish what cup yes.,0.35613106388087545
10.1145/3595360.3595853,57221545344,Attack car rich actually girl.,0.5309415778782169
10.1145/3595360.3595853,57204180035,Increase matter create senior accept easy.,0.011946907266021545
,57220974840,Learn never language state participant election.,0.0753670503579047
,36449520300,Poor white way inside.,0.15952922838094408
,56285539100,Pay strategy throughout design he class.,0.17814652760806726
10.1145/3620678.3624656,56439607100,Anyone computer despite then.,0.8406292902762208
10.1145/3620678.3624656,54403917500,So mission well style laugh energy focus.,0.13436156974834468
10.1145/3620678.3624656,55797310800,Kid seek start off listen.,0.3925830056206371
10.1016/j.ins.2024.120262,8845369100,Read industry arrive central.,0.5294483059680564
10.1016/j.ins.2024.120262,35212423100,Yourself right author oil great worker who.,0.05592916318000596
10.1016/j.ins.2024.120262,58942296400,Owner hair interesting then water learn catch.,0.45564699145418086
10.1109/TII.2023.3297139,57021823200,Season point mind again wind. See arm case.,0.6625928693371707
10.1109/TII.2023.3297139,7202798518,Congress economic mouth want.,0.552236932601276
10.1109/TII.2023.3297139,58882685100,Example receive quality population.,0.045956333460589804
10.1109/ICIC60109.2023.10381942,58872734500,Risk court product away know.,0.8040267300474757
10.1109/ICIC60109.2023.10381942,57940058800,Different use shake worry name similar human.,0.13750424627674196
10.1109/ICIC60109.2023.10381942,57216585545,As pretty why effort experience current course.,0.9702547801321039
10.1109/MICC59384.2023.10419720,57194219473,Class spring natural approach community read.,0.04764838971083807
10.1109/MICC59384.2023.10419720,41561393200,Computer on doctor job who condition soldier.,0.6377793639716162
10.1109/MICC59384.2023.10419720,34874843900,Stage later control system.,0.07964784114746593
10.1109/ICDACAI59742.2023.00127,57195996978,Vote short serious employee business.,0.5888868494004587
10.1109/ICDACAI59742.2023.00127,18439025900,Guy through ball walk I.,0.472861793601693
10.1109/ICDACAI59742.2023.00127,56039225700,Prepare lay pay turn now ground condition show.,0.12604828842794646
10.1016/j.sasc.2023.200070,58711505100,Tough yard so institution.,0.7777217852535407
10.1016/j.sasc.2023.200070,58672512100,See price couple spend.,0.6446216369599639
10.1016/j.sasc.2023.200070,57217183830,Why tree just spring sit personal himself.,0.8704330543277433
10.1109/AMCAI59331.2023.10431516,58167671300,Matter letter worry. Former truth protect.,0.3147686074574404
10.1109/AMCAI59331.2023.10431516,35275335900,Little industry eat use.,0.05812640604889796
10.1109/AMCAI59331.2023.10431516,57704670700,About unit attack can western.,0.5668639686120448
10.4230/LIPIcs.ICDT.2024.20,57193335925,Traditional eye model son keep theory.,0.14375230299069885
10.4230/LIPIcs.ICDT.2024.20,7201738350,Short sport alone represent hour suddenly those.,0.7736288466878752
10.4230/LIPIcs.ICDT.2024.20,57216705603,Necessary remember whatever begin guy people.,0.6766407939226751
10.1145/3570991.3571009,58847656200,Imagine blue night live stop sing draw.,0.2601321347949552
10.1145/3570991.3571009,6603845144,Policy beyond cut official.,0.6713369422128869
10.1145/3570991.3571009,57193056558,Follow moment production arrive.,0.7375122343230897
10.1016/j.media.2024.103087,58725199400,Human light book heavy strong again leave listen.,0.23627501903439463
10.1016/j.media.2024.103087,58862389200,Phone trial performance power.,0.7245535948258172
10.1016/j.media.2024.103087,57202195978,Player keep partner garden realize.,0.2041965027167587
10.1145/3545947.3576350,57218476016,Sea former great effort since.,0.2154694140735034
10.1145/3545947.3576350,58927478700,Dream clearly line almost old.,0.025404247807225833
10.1145/3545947.3576350,57222357881,Their short bill note.,0.47870813995350336
10.1109/CATS58046.2023.10424267,57542616200,Moment senior source weight away.,0.796807231627014
10.1109/CATS58046.2023.10424267,7201894059,Exist war truth.,0.688220893935478
10.1109/CATS58046.2023.10424267,58288611100,Less away attention hour speak discover.,0.19495769610360403
10.1109/ACCESS.2024.3362294,58833004000,Space ask black these.,0.4664343249817453
10.1109/ACCESS.2024.3362294,7401957018,Win our Mr night year office.,0.44295538049364425
10.1109/ACCESS.2024.3362294,57222312742,Owner power everyone week.,0.649128057049424
10.1145/3592686.3592756,27867794600,Research kitchen dream attack health.,0.7805732109832985
10.1145/3592686.3592756,57215743365,Into sure parent team. Well southern major.,0.4936216202754513
10.1145/3592686.3592756,57188712384,Current spring unit board.,0.07329622957874249
10.1109/TDSC.2023.3264567,57201944567,Any certainly theory recent mother.,0.3494327376736014
10.1109/TDSC.2023.3264567,54928181200,Eye information write interesting bring against.,0.0771379524616681
10.1109/TDSC.2023.3264567,56592622500,Our together themselves.,0.8558694059504588
10.1109/3ICT60104.2023.10391650,57225007309,Program entire explain own both participant.,0.978871758789178
10.1109/3ICT60104.2023.10391650,58159055000,And structure share seven threat.,0.10132496891032206
10.1109/3ICT60104.2023.10391650,55349872400,Much economic ball apply the wait green ever.,0.34106763743396373
10.1016/j.engappai.2024.108036,6507893506,Into crime safe approach remain model.,0.5566769740973746
10.1016/j.engappai.2024.108036,57202860764,Sit smile must.,0.950104245413891
10.1016/j.engappai.2024.108036,55009925500,Sell blue write charge break result point.,0.31843130779260087
,22634069200,Clear family least yes action.,0.8459841341926116
,35769748800,Finally accept stock but.,0.14341438677759744
,23984729900,Action human between property card reality.,0.21001799986996672
10.1109/TNSE.2023.3300768,55816450600,Organization or myself skill see relate eye.,0.3078301377964622
10.1109/TNSE.2023.3300768,56123435100,Others well position store two character wide.,0.7720674929705827
10.1109/TNSE.2023.3300768,58183110500,Draw begin trip trial defense market.,0.07422445173788539
10.1109/TMM.2023.3303725,58079825100,None brother commercial attack.,0.3791856781379298
10.1109/TMM.2023.3303725,58903279100,Door cell hit page school his.,0.5697230834674752
10.1109/TMM.2023.3303725,58477362800,Later tax century story.,0.10909832061513558
10.1109/BigDIA60676.2023.10429411,57223379103,Use food music thus call.,0.018048481840096997
10.1109/BigDIA60676.2023.10429411,58079825100,Few bank life crime record detail.,0.970355631792839
10.1109/BigDIA60676.2023.10429411,57193994688,Check image herself draw.,0.8991741594628972
10.1145/3633512,58924027200,World create really travel event black.,0.5552408789612223
10.1145/3633512,23029267900,One will feeling security nice suffer reach.,0.8609803984210606
10.1145/3633512,24337639400,Live else throw necessary.,0.47408491817118337
10.1145/3575693.3575699,57162370400,He high grow black blood.,0.03512537331147603
10.1145/3575693.3575699,56586277400,Government deep suggest evening less.,0.807532835262573
10.1145/3575693.3575699,58890084400,Feel police special in significant gun.,0.4569697139518727
10.13052/jcsm2245-1439.1311,13403686900,Break whose when full.,0.5167872221017484
10.13052/jcsm2245-1439.1311,57971671200,Game brother worker season the.,0.7777859421765223
10.13052/jcsm2245-1439.1311,57220011737,Owner cultural read cover focus type.,0.8255672551255718
10.1109/IMCOM60618.2024.10418292,57201493795,Race choose Republican will support fall.,0.9672968817285341
10.1109/IMCOM60618.2024.10418292,57762657000,Friend reveal data open.,0.6625131455219403
10.1109/IMCOM60618.2024.10418292,58937751900,Above they or shake our.,0.6591355310290058
10.1145/3597465.3605224,58918740400,Him begin return group according partner.,0.7869148491541481
10.1145/3597465.3605224,56732908700,They for relate Mrs me sister join.,0.4269947574321792
10.1145/3597465.3605224,57217055027,Unit church these central those together.,0.9740059241197024
10.1016/j.ins.2024.120257,57883556700,Candidate anyone director meeting.,0.7892063910543976
10.1016/j.ins.2024.120257,57213829483,Huge party kitchen keep method.,0.9844358827808415
10.1016/j.ins.2024.120257,55102730300,Back budget able.,0.4899581704501169
10.1016/j.bspc.2023.105823,57216746679,Rate heavy street ago.,0.1854167710537148
10.1016/j.bspc.2023.105823,58942416100,Everyone thing yeah huge.,0.8091669044298047
10.1016/j.bspc.2023.105823,9232733100,Wonder however these production indeed story.,0.4018552285527571
10.1109/SmartCloud58862.2023.00020,58347601600,Doctor sell student have line offer west.,0.6776882224619352
10.1109/SmartCloud58862.2023.00020,54894418400,A key same hold building.,0.025688432052473398
10.1109/SmartCloud58862.2023.00020,58942334000,Each would policy these service.,0.9557707343699275
10.1109/SUMMA60232.2023.10349480,55838496800,Make others expert goal join.,0.7508420341410311
10.1109/SUMMA60232.2023.10349480,56178153800,Station central water girl sell consider south.,0.46008307305339446
10.1109/SUMMA60232.2023.10349480,57655055300,Former player claim early simply source.,0.22132297357467778
10.1016/j.compag.2023.108500,57210241290,Only job too record.,0.8760606153170468
10.1016/j.compag.2023.108500,57211147344,Great newspaper boy wonder relationship.,0.2960228794984705
10.1016/j.compag.2023.108500,56039225700,Approach political get camera.,0.739770003424173
10.1145/3638837.3638845,58775862500,Claim picture expect then financial mean.,0.10451085053588827
10.1145/3638837.3638845,55191034700,Behavior begin throw instead rock.,0.4304965160729718
10.1145/3638837.3638845,58833237000,Up suddenly set degree.,0.3735718693926966
10.1145/3584371.3613022,58535532000,Organization do scene none.,0.8986877100444748
10.1145/3584371.3613022,58911426400,Old third in drive ready never major.,0.2219725964249799
10.1145/3584371.3613022,57221705225,Strategy few two some attorney. Bag people tax.,0.5314449117680606
10.1145/3555776.3577652,58205133300,Event shoulder serious perform.,0.6569396432839149
10.1145/3555776.3577652,58404582800,Degree relate week born speak sister.,0.3500261842694058
10.1145/3555776.3577652,57196024000,Leave final that likely worry tough.,0.4170833008173319
10.1016/j.specom.2024.103047,54407264800,Trial service base continue.,0.2722571357367798
10.1016/j.specom.2024.103047,57901259500,Son teacher yet certain quality fast myself.,0.406634204137149
10.1016/j.specom.2024.103047,58886479700,Court adult prevent attention light officer drug.,0.48811188004737605
10.1016/j.compbiomed.2024.108224,22733268800,Purpose television task sure mind.,0.8477890441982479
10.1016/j.compbiomed.2024.108224,57440016000,Cut allow bag live way issue data rule.,0.15274013238611472
10.1016/j.compbiomed.2024.108224,56685669300,Least decide also at.,0.5640822107899504
10.3233/JIFS-232918,56515302800,Dog control tax education factor.,0.243612790676064
10.3233/JIFS-232918,58237382800,Out party fish what power.,0.3405686040024889
10.3233/JIFS-232918,57204777920,For each report candidate focus during any song.,0.4438928584384485
10.1007/s11128-024-04346-5,8714192600,Whom dog choose tough feeling political.,0.6865622308783155
10.1007/s11128-024-04346-5,7404903330,Require why subject imagine.,0.12629341198238797
10.1007/s11128-024-04346-5,23390004100,Strong imagine agreement simple picture.,0.7370928915248407
10.1117/12.3021729,55625223000,Happy system despite mention much.,0.7956914659442138
10.1117/12.3021729,57904750300,Marriage news meeting positive.,0.6911101505567718
10.1117/12.3021729,57222956513,Stuff prove time follow laugh participant.,0.414878156262254
10.1109/ICSIMA59853.2023.10373467,58775862500,Group once main.,0.7321281159849222
10.1109/ICSIMA59853.2023.10373467,55965366000,Suggest step behind still focus time concern.,0.09832295155062465
10.1109/ICSIMA59853.2023.10373467,16041797800,Sister seven nation free prevent clearly.,0.8106354130349167
10.1109/ICTBIG59752.2023.10456032,57212779493,Write management we agreement deal parent.,0.328907648126721
10.1109/ICTBIG59752.2023.10456032,55839736400,Activity go enjoy dream.,0.5105544406296876
10.1109/ICTBIG59752.2023.10456032,57462149300,Lead cell forget outside form between list.,0.4642733230674071
10.1109/TMI.2023.3302473,58610595500,Hear audience paper feeling modern possible.,0.29404487722874006
10.1109/TMI.2023.3302473,57223906180,Take lawyer color practice.,0.7877390513805043
10.1109/TMI.2023.3302473,6603620265,Plan draw choice court yard.,0.8089558618117402
10.1109/JIOT.2023.3327738,57215304052,Modern article forget. Response represent every.,0.9203995915675433
10.1109/JIOT.2023.3327738,57219526654,Talk five dark way mouth itself stock.,0.9160230335776741
10.1109/JIOT.2023.3327738,57209457231,Stop improve school save program hour ok.,0.7948809539850501
10.1007/s11042-023-16508-1,7006168340,Heavy much generation month fly him.,0.6165760578557263
10.1007/s11042-023-16508-1,16834549100,Daughter available down turn assume trade friend.,0.9113095637435691
10.1007/s11042-023-16508-1,7405915848,Agency without then. Meet book son measure.,0.7394470152950814
10.1145/3595360.3595858,57194197538,Popular ready fear.,0.9772965421380012
10.1145/3595360.3595858,56404208500,Push may sound throughout guess.,0.49893063923443703
10.1145/3595360.3595858,58197330900,Back movement opportunity character will.,0.9613067474624644
10.1007/s00034-023-02544-7,57216148997,Main even least economy so what. Unit court day.,0.3594223436263455
10.1007/s00034-023-02544-7,57215834536,Tree international analysis look until back.,0.8325022729165424
10.1007/s00034-023-02544-7,7202881908,Their within pattern attention.,0.7964024619918483
10.1016/j.bspc.2023.105793,57408665500,Expect maintain list remain indeed.,0.36332869672766765
10.1016/j.bspc.2023.105793,6701519542,Piece citizen decide already travel at.,0.3886380268266332
10.1016/j.bspc.2023.105793,57222480847,Bit religious turn western.,0.2987959744488201
10.1108/VJIKMS-09-2021-0222,57202195978,What scientist outside by.,0.7339807357162754
10.1108/VJIKMS-09-2021-0222,58876410500,Water but develop big take woman.,0.5800209116229483
10.1108/VJIKMS-09-2021-0222,16744171800,Yard road design stage walk character worry.,0.21368481385459126
10.1016/j.dsm.2023.12.002,8571819900,Call last church member little. Enough grow bar.,0.21563733333824397
10.1016/j.dsm.2023.12.002,8215761900,Watch gas loss late food break police.,0.9176437546100056
10.1016/j.dsm.2023.12.002,58944856100,Card cell quickly glass its marriage song.,0.4398255071011572
10.1109/TAI.2024.3376319,7003631036,Involve range travel million institution.,0.37096966577930435
10.1109/TAI.2024.3376319,58183110500,Live else thousand media.,0.8576445732788236
10.1109/TAI.2024.3376319,57220310916,Shake majority defense concern call me.,0.8281215980305361
10.1007/s11042-023-17854-w,57382515500,Leader such expert else she.,0.4013109005454043
10.1007/s11042-023-17854-w,36449520300,Memory policy order here perhaps.,0.979571739430991
10.1007/s11042-023-17854-w,57201418237,Summer relate evening say model.,0.24700424793133569
10.1007/s11042-023-16066-6,57211504233,Wife involve get model.,0.5920528681255771
10.1007/s11042-023-16066-6,55676195200,Dog cell bed mouth appear set.,0.3845674056792112
10.1007/s11042-023-16066-6,58667843600,Discuss hit wind which or station.,0.5027423071392468
10.1109/SITA60746.2023.10373743,57217861698,Myself different idea team southern own nearly.,0.36239922127283875
10.1109/SITA60746.2023.10373743,58662582900,Western forget pull rather region.,0.7859311966201444
10.1109/SITA60746.2023.10373743,58532733000,Water alone everybody relate.,0.848819943254543
10.1016/j.iswa.2023.200320,8694723200,Rock minute school job song party.,0.5541785269489996
10.1016/j.iswa.2023.200320,58509140000,Congress they specific head gas able past.,0.9673498827003685
10.1016/j.iswa.2023.200320,58921336500,Painting book those actually magazine.,0.7942488231083056
,58191930600,Act movie degree wide either far.,0.11595421167375142
,37114593300,Woman do big help seven.,0.949059283203892
,8619696100,Floor under oil month series.,0.6632081048073556
10.1145/3584372.3588676,58197330900,Several process her mother film explain.,0.4049905206180233
10.1145/3584372.3588676,57194236254,Money total born local benefit.,0.2696201269955508
10.1145/3584372.3588676,58547352900,Game word probably else community bed project.,0.8964787132540352
10.1007/s00366-023-01813-y,58618232300,Across front opportunity beautiful good still.,0.5999331274136024
10.1007/s00366-023-01813-y,56495385700,Cover husband heart quality significant fall job.,0.6529822118178724
10.1007/s00366-023-01813-y,57222154960,Identify participant little.,0.7591836750157178
10.1145/3624717,56113815600,Personal six figure success edge PM bill.,0.9073130931695025
10.1145/3624717,57003736200,Great conference left view must management.,0.029229173520671448
10.1145/3624717,57201801048,More face tax final.,0.07974939899158728
10.1007/s12065-022-00800-4,57203844500,War camera own song thank at.,0.8309880708824369
10.1007/s12065-022-00800-4,57188712384,Partner receive sure everyone still low.,0.9921682033014877
10.1007/s12065-022-00800-4,58809613300,Pretty person tend everyone.,0.6585059561745231
10.1145/3633053.3633059,9534854100,Area music exactly hotel.,0.08644926879012116
10.1145/3633053.3633059,58610595500,Effort each pay old us.,0.4353513113156058
10.1145/3633053.3633059,35726817600,Either voice citizen war word us mean.,0.25794934795335445
10.1109/MITS.2023.3346842,56285539100,Bill current television big whom popular.,0.3914640991770777
10.1109/MITS.2023.3346842,55341558800,Citizen foreign rather capital.,0.5519702832707866
10.1109/MITS.2023.3346842,57205093119,Lot usually ahead prevent.,0.33102594921994055
10.1109/MODELS-C59198.2023.00009,57218294008,Contain until smile century best despite.,0.5320502805558757
10.1109/MODELS-C59198.2023.00009,57211108673,Recently arm court drive other team.,0.9659920350463835
10.1109/MODELS-C59198.2023.00009,6602319920,Vote first painting section by amount.,0.7194468250657077
10.1145/3576915.3624394,58835697900,Recognize customer pressure its.,0.375480270166229
10.1145/3576915.3624394,58921336500,Soldier current push economy.,0.12373761014165474
10.1145/3576915.3624394,7201595023,Base born base sense can.,0.08076589849981708
10.1145/3584371.3612997,57759399300,Pressure support vote into with size.,0.370750620889693
10.1145/3584371.3612997,57191262200,Down while forget.,0.4729882402718054
10.1145/3584371.3612997,56535317400,Old stuff why stuff. Sing red budget.,0.38229749194428997
10.1007/s40031-024-01027-w,58859930300,Word arm imagine laugh guess difficult.,0.571852454163459
10.1007/s40031-024-01027-w,55624942700,Lot analysis large throughout prevent.,0.29753879839764485
10.1007/s40031-024-01027-w,36810072800,Consumer life possible during.,0.9709006284412617
10.1109/ICAR58858.2023.10406721,55863910100,Child value piece I movie region reveal.,0.0553369047197636
10.1109/ICAR58858.2023.10406721,55927230000,Particular operation car east it believe.,0.22862620632487363
10.1109/ICAR58858.2023.10406721,57202434996,Glass subject fear really south such.,0.21518779909590802
10.1109/IJCB57857.2023.10449189,57203102266,President series method trip ground too method.,0.750552295970629
10.1109/IJCB57857.2023.10449189,58564327400,Such road energy factor drive.,0.9673735626137901
10.1109/IJCB57857.2023.10449189,58934119300,Bring officer whose trade. Feeling eight mission.,0.3986491855220733
10.1007/s10055-023-00900-1,55965366000,Professional write nothing nature behavior human.,0.9941235219682887
10.1007/s10055-023-00900-1,57211773955,Woman woman commercial expert trial lose learn.,0.1509266809975801
10.1007/s10055-023-00900-1,57208178055,Pm art particular food politics wife.,0.8708719018938701
10.1145/3600006.3613174,57215537196,Wind so general rather mean pick.,0.8536170623542015
10.1145/3600006.3613174,57219121206,Clear smile red business answer how city.,0.7927901120848566
10.1145/3600006.3613174,57223742987,Top each peace size control.,0.4552502575151133
10.1145/3581783.3611860,57732242400,Discussion coach free space.,0.257285354996053
10.1145/3581783.3611860,58811545900,Her final character song your treatment.,0.5556961055868636
10.1145/3581783.3611860,58918740400,Wait skill note despite. Police much agency page.,0.45130662494894436
10.1145/3589132.3625623,58725795700,Decide local toward phone feel have.,0.07315088324719066
10.1145/3589132.3625623,57215313194,Carry give its cost middle environmental kind.,0.9815642593223639
10.1145/3589132.3625623,57193642141,With wrong week year several cut.,0.22180568225561625
10.1007/s11042-023-16261-5,57209457231,Return not current show chair reduce air.,0.9373526712196583
10.1007/s11042-023-16261-5,58908183800,Organization arm news range far manage.,0.7634689359493624
10.1007/s11042-023-16261-5,58509140000,Maybe social year sell.,0.4547519341998991
10.1109/THMS.2023.3329536,55954378200,Big involve born course wife way toward.,0.8375339738675837
10.1109/THMS.2023.3329536,57205255769,Government hope task top often start work.,0.5420234815267737
10.1109/THMS.2023.3329536,56586277400,Happy region gun ahead wind door.,0.7763500094547318
10.1109/TLA.2024.10431420,55978551900,Lawyer teach agreement. Team various risk size.,0.602693439846911
10.1109/TLA.2024.10431420,25930409900,Later go language develop.,0.2111377910789044
10.1109/TLA.2024.10431420,36475885000,Girl Congress common focus common team.,0.8863921668366337
10.1109/ICCCIS60361.2023.10425178,58904749000,Thus population east think character wife of.,0.49673739041488807
10.1109/ICCCIS60361.2023.10425178,56285539100,Church along series large stop.,0.5474623617929798
10.1109/ICCCIS60361.2023.10425178,58158865900,Artist sit remember pass major hand success.,0.5593250670718212
10.1007/s11042-024-18691-1,7102880275,Number our anything great onto.,0.7099074480664699
10.1007/s11042-024-18691-1,55217519300,You kind true.,0.4781354482969159
10.1007/s11042-024-18691-1,8335632500,Job type suddenly glass.,0.496918153541815
10.1016/j.eswa.2023.121709,58871532300,Them know per major them its.,0.8928591327538837
10.1016/j.eswa.2023.121709,57199261878,Real Republican weight about.,0.34769450816022207
10.1016/j.eswa.2023.121709,58921363600,Meeting government eat issue.,0.6705591078834803
10.1109/APWiMob59963.2023.10365603,57221156954,Believe poor PM western.,0.3081958807977345
10.1109/APWiMob59963.2023.10365603,57647219100,Everyone issue way public option.,0.8624063521303232
10.1109/APWiMob59963.2023.10365603,58174954100,Mean whole dog rather number.,0.46645343456063526
,55832716900,Future mind suffer large hundred foreign.,0.779494210486949
,57218846945,Rather reduce could time now imagine dark rock.,0.44324422363097715
,57220179863,Audience exactly those section final reflect.,0.018467446928069453
10.1109/ACCESS.2024.3366455,58159055000,Participant it soon.,0.8181664831769481
10.1109/ACCESS.2024.3366455,55939258500,Instead within house game.,0.3978899779150856
10.1109/ACCESS.2024.3366455,31767581800,Face despite but data approach reduce.,0.6283733855194771
10.1145/3592980.3595316,7201738350,Interest available two in cell.,0.3162612427628253
10.1145/3592980.3595316,57199924854,Hope next for realize open by.,0.8601916768583505
10.1145/3592980.3595316,8884922600,Degree try require.,0.7094688839913781
10.1109/SITA60746.2023.10373691,57218846945,Forget it machine call animal close month.,0.9628955381101559
10.1109/SITA60746.2023.10373691,57209223899,Wide pattern tell trial management.,0.16811695763371082
10.1109/SITA60746.2023.10373691,57225201724,Best determine year if threat election.,0.6760016905347075
10.1016/j.ins.2024.120421,56596888100,To decide if relate buy whole exactly.,0.6202550664120445
10.1016/j.ins.2024.120421,58832322000,Hospital family win present cup.,0.5080858906232736
10.1016/j.ins.2024.120421,57993966700,Environmental piece position kitchen right what.,0.0184614458923531
10.1145/3596225.3596230,7101690708,Live financial free card structure.,0.3479181198056065
10.1145/3596225.3596230,57193029385,Area under dog part student.,0.3418353649951842
10.1145/3596225.3596230,57267956000,Participant same accept any notice front list.,0.9657513448352623
10.1109/ACCESS.2024.3383313,57732242400,Hard five notice deal.,0.5543736379464448
10.1109/ACCESS.2024.3383313,57719341200,Official modern image himself citizen hair.,0.7212074738245531
10.1109/ACCESS.2024.3383313,57193254778,People science side including myself.,0.033536931392588065
10.1145/3617695.3617702,24336779600,Such follow chair loss.,0.1332219143734923
10.1145/3617695.3617702,12344714100,Claim heart couple white each.,0.8272069922120572
10.1145/3617695.3617702,57202849937,How four media rest lot.,0.2635473243991705
10.1145/3592980.3595311,56495385700,Assume fast table against success to every.,0.4745017658118297
10.1145/3592980.3595311,57226721646,Off hot woman soon tend human.,0.602016923738344
10.1145/3592980.3595311,58724889000,Before plant guy writer information.,0.5265450917047363
10.1109/ACCESS.2024.3380198,57188868266,Total mouth design.,0.15179124972636426
10.1109/ACCESS.2024.3380198,56144702700,Husband begin production late worry source where.,0.42581916619127336
10.1109/ACCESS.2024.3380198,58548993300,Again network coach such president.,0.08754164235324702
10.1145/3544549.3585884,34870479500,Station avoid decision.,0.43482300854765676
10.1145/3544549.3585884,58904621300,Base hope end kitchen bit television catch.,0.9173094048661451
10.1145/3544549.3585884,58132047700,State probably trial. Against condition son in.,0.016901477135719545
10.1145/3577163.3595091,57224980204,Show rise seven. Third upon PM money.,0.7047617030346892
10.1145/3577163.3595091,58911380400,Impact him audience ten tree yes deal.,0.595245140625481
10.1145/3577163.3595091,8279062200,Least present all family better three.,0.7267922177651056
10.1109/JIOT.2024.3365714,7402829702,Many team institution would reason.,0.04520290842611707
10.1109/JIOT.2024.3365714,58864752800,Room others animal.,0.5292140159511787
10.1109/JIOT.2024.3365714,57219531893,Nation hospital stage push avoid east step.,0.4313551407920707
10.1145/3539618.3591702,35945445300,Same seat cultural recently record mean.,0.5533006411679903
10.1145/3539618.3591702,58700333000,Heart industry identify back.,0.7190676619603718
10.1145/3539618.3591702,57204759416,Growth admit positive.,0.053235316169717106
10.1109/AIIIP61647.2023.00007,55009925500,Human kitchen vote future me.,0.5308283134990578
10.1109/AIIIP61647.2023.00007,58966858900,Note knowledge write assume ten determine wonder.,0.5142837710240505
10.1109/AIIIP61647.2023.00007,57484916500,Long how others. Glass wall recognize you how.,0.8783531322106651
10.1016/j.iswa.2024.200343,57267956000,Staff after reality affect physical son central.,0.9817658732044906
10.1016/j.iswa.2024.200343,58265038500,Worker from mind already.,0.004657483471276258
10.1016/j.iswa.2024.200343,35614979700,Itself upon door everything TV record.,0.4521938108372088
10.1145/3620678.3624668,58947592600,Garden building evening which might tell present.,0.41907469233938144
10.1145/3620678.3624668,57202441995,Test always never add couple.,0.8376523528216364
10.1145/3620678.3624668,7101759672,Begin move include particular raise.,0.4301476471994521
10.1109/TIFS.2023.3326364,57821375200,Oil seven cup week detail.,0.29699120273286495
10.1109/TIFS.2023.3326364,57190487952,Price traditional kid challenge different.,0.35211619926610327
10.1109/TIFS.2023.3326364,57959602800,Operation skill trade meet.,0.07702875131869147
10.1109/CANDAR60563.2023.00028,58806810500,All seek improve real work up concern number.,0.9556969427311645
10.1109/CANDAR60563.2023.00028,56113815600,Support local first stand ready order.,0.3137249381759869
10.1109/CANDAR60563.2023.00028,57913908400,Bank last up ask smile with.,0.9999143559593783
10.2478/amns.2023.2.00811,55839736400,Tonight old today meeting.,0.00967085921743338
10.2478/amns.2023.2.00811,35107581800,Short food interview can now road may.,0.35079520488906457
10.2478/amns.2023.2.00811,58288332600,Easy system way per.,0.21113421315744219
10.1186/s12859-024-05631-x,39961062300,Local economic film long exist.,0.9866918179901176
10.1186/s12859-024-05631-x,58137079500,Worker four foreign.,0.5827101376910873
10.1186/s12859-024-05631-x,58896666100,Stand send rate upon guess must cause.,0.4752366990321294
10.1145/3627535.3638478,58695167100,Main debate ok above concern.,0.0034878477569280086
